id,trans
43,<span class='scene-font-katari'>朱雀看到了</span><br><span class='scene-font-katari'>在仓库外出现的黑色的Knightmare Flame</span><br><span class='scene-font-katari'>陷入了思考。</span>
42,高文……
40,启动检查完成。所有部分情况正常。<br>VARIS、ＭＶＳ、武器确认。<br>浮空系统启动可能……
39,<span class='scene-font-katari'>朱雀溜进了驾驶舱</span><br><span class='scene-font-katari'>插入启动钥匙，</span><br><span class='scene-font-katari'>麻利地开始做启动的准备。</span>
34,<span class='scene-font-katari'>靠着鲁鲁修所说的情报</span><br><span class='scene-font-katari'>潜入了起落场附近的仓库，</span><br><span class='scene-font-katari'>在那发现了被收起来的兰斯洛特。</span>
33,是兰斯洛特……<br>果然就和鲁鲁修说的一样。<br>难道鲁鲁修是……
27,……我知道了。
26,你拿着那个去地图上标着的地方。<br>剩下的话在那边说。
25,啊啊，他现在很安全。<br>我在这个世界交到的同伴们，<br>现在正在照顾着老爷子。
24,是老爹他！？<br>老爹他现在平安无事吗？
23,这是技师的老爷子，<br>拼命保护的东西。
22,这是，兰斯洛特的启动钥匙？
21,<span class='scene-font-katari'>鲁鲁修这么说着，</span><br><span class='scene-font-katari'>把简易的地图和兰斯洛特的启动钥匙</span><br><span class='scene-font-katari'>交给了朱雀。</span>
20,这个给你……
19,被你看穿了啊。<br>但是，我要说的不仅仅是这件事。
18,但是你还是告诉我了吧。<br>因为那是你认为为了救娜娜莉<br>而必须做的事。
17,啊啊。<br>我背叛了你的信念，了啊。
16,背叛了我？
15,因为我背叛了你啊。
14,在见到你之前<br>其实我是下定了决心的。<br>但是到了这个时候，还是胆怯了。
13,你从以前就是这个样子。<br>只靠自己的力量一个人勉强着。<br>我希望你把事情原原本本的告诉我。
12,！
11,……鲁鲁修。<br>你还隐瞒了什么？
10,<span class='scene-font-katari'>这是从年幼的时候一直都没变过的，</span><br><span class='scene-font-katari'>只有亲近的人才知道的他的习惯。</span>
9,<span class='scene-font-katari'>朱雀注意到了</span><br><span class='scene-font-katari'>鲁鲁修的欲言又止。</span>
8,啊啊。<br>那个恐怕是因为我……
7,怎么会……<br>在这样的异世界被？
6,准确地说不是埃尔斯特帝国干的。<br>但是娜娜莉被抓走了。<br>这一点毋庸置疑。
5,这个看守的盔甲是……<br>娜娜莉也被埃尔斯特帝国给<br>囚禁了吗。
4,娜娜莉？
3,<span class='scene-font-katari'>鲁鲁修从口袋里</span><br><span class='scene-font-katari'>取出了娜娜莉的照片</span><br><span class='scene-font-katari'>给朱雀看。</span>
2,想要借助我的力量？<br>发生什么事了吗？
0-synopsis,鲁鲁修告诉朱雀因为娜娜莉被抓走了所以想要寻求他的协助。而且为了坦率地表明更进一步的真相，鲁鲁修以ZERO的身份乘上了高文，出现在了朱雀面前，然后取下了面具。知悉了ZERO的真面目的朱雀说鲁鲁修的想法都这么任性了，还要求自己也协助。互相加深着对彼此的信赖，鲁鲁修和朱雀为了救回娜娜莉，一起踏上了旅程。
0-chapter_name,STAGE3 ZERO的真面目
