id,trans
120,（真尴尬……）
119,（要是能引起维克多的兴趣就好了……\n他这样沉默真是让我不好受）
118,（哼……到底想让我\n怎么表现啊？）
117,这样啊……
116,不知道。
115,怎么样？\n……开心吗？
113,还是别跟着他们了吧？
112,被瞪了！？\n王弟可真可怕！
111,切……
110,是吧~！他们接下来要去哪里呀？\n要不要跟着看看？
109,诶！？我还以为正相反！\n毕竟弟弟看上去更厉害点。
108,喂喂，那个不是雷维翁的国王和他的弟弟吗！\n虽然小的那个好像才是哥哥。
107,之后奥德里克带着维克多\n来到了温泉街的设施……
100,只是搅动热水吧。\n又潮湿又不舒服。\n我要走了。
99,也许……\n试试就会开心了？
98,不用了。
97,国王殿下和王弟殿下\n也要体验一下揉汤吗？
96,体验这种服务真是令人高兴。\n那么走吧。
95,接下来是啪修的时间啦！\n做完就去吃冰淇淋吧！
88,额，反正只要能收集印章，\n怎样都无所谓了。
87,镇上的人都说\n从没见过那两兄弟在一起过。\n这难道是第一次吗？
86,关系也太差了吧……\n都这么大两个人了真不知道在干啥。
84,等，等等！
81,可能是心里安慰吧。
80,狼人说要是有熟人在的话，\n那位国王就会稍微冷静一点。
79,现在是什么情况？
78,（这些人看上去好眼熟）
77,啊……刚好来取货的人\n都聚集在这里了。
76,哇！做的真不错呢！\n闪烁着雷光的星屑之接也很有魄力呢！
74,模型的部分可以按喜好\n在这个工坊里制作。
73,本来是北部的武器工匠\n做出来给孩子的玩具，\n现在能够量产化了。
72,为了让不擅长输送魔力的人\n也能好好玩，现在正在改良中。
71,就算在这种事情上被夸奖……
70,很在行呢。
69,维克多一边给工房里的\n雷电球样品输送魔力，\n一边看着里面爆裂的静电。
60,嗯……
59,维克多，\n接下来去雷电球的工房吧。
58,……！谢谢。
57,交给我们吧，\n国王大人就去下一个地方吧？
56,诶……？
55,啊，你们是昨天的！\n感谢购买，我马上包起来。
54,也请给我新口味的！
53,店主，\n我要这个！
51,诶……这就……
50,不喜欢这个吗？\n那接下来请试试这个，\n然后是这个！
48,啊，好……\n谢谢。
47,好，请用！\n请你们试吃温泉馒头！
46,这样啊！\n真高兴王弟殿下能够到来。
45,我是第一次来这里，\n所以由哥哥带路。
44,是，是的……！\n那个，与其说是视察……
43,哎呀，兄弟二人一起真是罕见！\n今天来一起视察吗？
42,沿着繁华大街前进，\n能够看到有家土特产店\n升起了带着甘甜气息的白色热气。
36,（哥哥这个知识迷……\n不过不是历史的话题真是太好了……）
35,这样啊……\n那我们去商店街。
34,不用了。\n脱靴子很麻烦。
33,所以它能简单清爽地控制你脚上的臭味，\n如果你想顺道尝试一下的话……
32,泉水的水质很适合伤口愈合。\n但是还有其他一些温泉，\n比如足底温泉，它有着很强的杀菌作用。
31,嗯……这里本来是\n为了斗技场战士而设立的温泉疗养所……
13,兄弟在尴尬的交谈中\n穿过了温泉街入口的拱门。
12,明白了，\n你带路吧。
11,商店街。\n因为有很多崭新的土特产……
10,……那么我们一开始要去哪里？
9,嗯……放心吧，\n他不会打扰我们的。
8,这个狼男就一直跟着我们吗？
6,维克多瞥了一眼身后巨大的身影，\n皱起了眉头。
5,嗯……
4,真的要一起走吗？
3,而在这时，\n温泉街的入口站着两个人。
2,建筑没有损害，\n也没有一个人受伤，\n温泉街恢复了往常热闹的景象。
1,撒落在温泉街的魔物尸体和魔晶粉末\n已经被雷维翁骑士团清理干净了。
0-synopsis,奥德里克和维克多在温泉街上尴尬地交谈着。但是看到维克多不情愿，奥德里克失去了信心，他们之间的气氛越来越不好。最后奥德里克开始长篇大论地谈论历史，维克多终于生气地要走了。就在这时杰诺出现了，他一直在观望，他把兄弟俩扛在肩上走向了某处。
0-chapter_name,第六话 在温泉街和好
