id,trans
16,一开始感觉到的强烈的属性之力，<br>果然是加百列大人的水之力啊。
15,顺便一提～<br>要是装备上这把水属性的武器，<br>在与火属性敌人对阵时会具有优势哦～
14,其名为<span class='scene-font-spword'>『加百列之权杖』</span>～
13,这把武器正是被冠以了天司之名～
12,哦～<br>那可真是些大人物啊。
11,民间流传的<span class='scene-font-spword'>『四大天司』</span>的传说中～<br>四位天司维持着自然界的平衡……
10,嗯～、你应该知道，在这个世界上有着<br>掌管“水火土风”四大元素的<span class='scene-font-spword'>『天司』</span><br>这样的存在～</span>
9,请问……<br>这把武器叫什么名字呢？
8,<span class='scene-font-katari'>姬塔深深地吸了口气，</span><br><span class='scene-font-katari'>从榭洛科特手中接过武器，</span><br><span class='scene-font-katari'>让其再次展现于阳光之下。</span>
6,<span class='scene-font-katari'>榭洛科特依约取出</span><br><span class='scene-font-katari'>散发着神圣光辉的武器，</span><br><span class='scene-font-katari'>递到姬塔等人面前。</span>
4,按照先前所说的～<br>这把武器就做为谢礼<br>交给你们了～
3,嘿嘿，这对我们来说可是小菜一碟！
2,帮了我大忙呢～<br>真是太感谢了～
1,<span class='scene-font-katari'>姬塔一行受榭洛科特所托，</span><br><span class='scene-font-katari'>将收集到的物品都搬进万事屋里。</span>
0-synopsis,收集到指定交换品后，姬塔一行从榭洛科特手上得到了冠以『水之天司・加百列』之名的武器——『加百列之权杖』。当晚，姬塔被加百列之权杖放出的光芒引导进了一处异空间，并在那里与加百列邂逅。加百列向姬塔暗示，不久的将来，众人将会遇到困境。为了抗争这宿命，姬塔接受了来自加百列的考验。
